Date,Close,High,Low,Open,Volume
2019-07-01,44.2629280090332,45.027894695940624,44.14818027026042,44.71234388578881,4821000
2019-07-02,44.49242401123047,44.521112774790424,44.06213268197603,44.31074553104858,4150300
2019-07-03,44.15774917602539,44.635853862948444,44.01431631088876,44.635853862948444,2599300
2019-07-05,44.85578155517578,44.91315543072698,44.368116379763045,44.626289700620255,3597100
2019-07-08,44.387237548828125,44.86534223753665,44.28205758133766,44.60716891556543,4066200
2019-07-09,43.90913772583008,44.167314724060006,43.80395774668428,43.98563623537215,5222000
2019-07-10,43.517086029052734,44.09081382916524,43.27803369091816,44.09081382916524,4056800
2019-07-11,43.82307815551758,43.89001252109872,43.27803544662218,43.65096017326626,2799600
2019-07-12,44.2342414855957,44.33942509429439,43.78482558613188,43.86132043486333,2871900
2019-07-15,44.89402770996094,45.01833594125913,44.1959953533079,44.22468046528093,3876400
2019-07-16,44.415924072265625,44.90358922520734,44.20555685258729,44.664536892899825,4392400
2019-07-17,43.641395568847656,44.47329670904507,43.60314631816863,44.41592648067586,4730300
2019-07-18,43.497962951660156,43.880444485618064,43.44058908012441,43.650956294773124,2489200
2019-07-19,43.115478515625,43.97606836529779,43.09635389144904,43.71789141039595,2845200
2019-07-22,43.12504196166992,43.38321893427913,42.82861938573476,43.16329121264521,2792100
2019-07-23,44.17687225341797,44.28205586447966,43.68920344715905,43.69876758324602,4392200
2019-07-24,45.056583404541016,45.075708029196896,44.10037405764198,44.17687255626551,5333600
2019-07-25,44.57848358154297,45.22870629999504,44.38724096182479,44.913159077962185,4309600
2019-07-26,45.20001983642578,45.46775730746097,44.836659234556976,44.960967480815945,3324300
2019-07-29,45.276512145996094,45.314761396177474,44.94184032603215,44.96096495112285,2531100
2019-07-30,45.30520248413086,45.32432710988711,44.96096651581713,45.05658599694899,2467100
2019-07-31,45.161766052246094,45.52512661765277,44.82709424703541,45.28607428603111,6388100
2019-08-01,44.616729736328125,45.38169651442337,44.253369148864394,45.027900063488566,5407600
2019-08-02,43.94738006591797,44.44460935675823,43.54577389695994,44.39679961964167,2669500
2019-08-05,43.230224609375,43.32584773467062,42.66606093690326,43.02942151772809,5741700
2019-08-06,43.086795806884766,43.450152743551484,42.627815744003684,43.335408639743534,4097000
2019-08-07,43.431026458740234,43.67964292974826,42.79036795200637,42.97204641339751,3493200
2019-08-08,44.415924072265625,44.664536892899825,43.421465494430585,43.62226857813311,4345600
2019-08-09,43.98563003540039,44.30118087130857,43.440590998512796,44.30118087130857,3453600
2019-08-12,43.555335998535156,43.918696579847634,43.344972417901,43.918696579847634,3187900
2019-08-13,43.928253173828125,44.10037113668176,43.038978248300644,43.32584395148933,3185700
2019-08-14,42.75211715698242,43.31628079291582,42.427005847331834,43.2206613214623,4936000
2019-08-15,42.36007308959961,42.895551633875485,42.044525903751605,42.82861727179715,3488300
2019-08-16,42.962486267089844,43.17285349074891,42.50350621809211,42.66606005626563,2083100
2019-08-19,43.73701477050781,44.033437317545435,43.650955788027765,43.842194728962106,2487500
2019-08-20,43.36409378051758,43.55533638541492,43.11548094750554,43.38321840577224,2817900
2019-08-21,43.93782424926758,43.96650936505765,43.555339016368926,43.86132574362804,3383700
2019-08-22,43.58979415893555,44.266504938806264,43.35777766466267,44.16016419925524,3170100
2019-08-23,41.84001159667969,43.76380308588581,41.75300587731304,43.71546739463253,3779300
2019-08-26,42.03335952758789,42.420052446766036,41.830347404519,42.16870094296714,3275300
2019-08-27,41.59833526611328,42.507062614890145,41.58866960162256,42.275046101561884,4200100
2019-08-28,41.95602798461914,42.072034398611535,41.008630592386126,41.24064710814832,2405800
2019-08-29,42.53606033325195,42.96141960898471,42.36204888232103,42.400718913145035,2522700
2019-08-30,42.613399505615234,42.84541231016326,42.50705876695696,42.65206584785521,3176000
2019-09-03,42.217041015625,42.400721830789784,41.49199448278052,42.362051797304844,3308900
2019-09-04,42.42972183227539,42.98075689338723,42.07203324771341,42.47805752946853,3186500
2019-09-05,43.609127044677734,43.80247349916787,42.777739871814,42.777739871814,2524200
2019-09-06,44.19883728027344,44.363179388903035,43.51245710155368,43.609132184080494,3456300
2019-09-09,46.02595138549805,46.07428708019997,44.053824064331444,44.053824064331444,6328100
2019-09-10,48.007747650146484,48.036748331393404,46.51898454984849,46.67366099612767,7331700
2019-09-11,48.05607986450195,48.268761345634786,46.99267983439201,47.72739197901353,6314200
2019-09-12,47.96907424926758,48.30743148709801,47.18602640835072,47.9497392338678,4216300
2019-09-13,48.868133544921875,49.17748642438818,48.49110995355839,48.578115681394365,4124500
2019-09-16,47.29236602783203,48.10441827980532,46.92501177863213,47.36970609362821,5847100
2019-09-17,47.727394104003906,47.78539915265284,46.46098188794231,46.692994706983505,3742100
2019-09-18,47.215030670166016,47.39870779873537,46.770336345559755,47.234365687032906,3218700
2019-09-19,46.77033233642578,47.32136736267673,46.692992275587784,47.263362317048234,3092500
2019-09-20,46.615657806396484,47.021682079047515,46.18062916585807,46.95401136693901,4478000
2019-09-23,46.11295700073242,46.30630346685462,45.329905472437204,46.286968451464695,3404800
2019-09-24,46.035614013671875,47.16668837155339,45.80360121929102,46.47064261285707,3611600
2019-09-25,46.46097946166992,46.46097946166992,45.33957439412646,45.40724510346104,3881800
2019-09-26,42.487728118896484,44.2085040659701,42.149370853136304,43.98615690218465,12694600
2019-09-27,42.13003921508789,42.739075650992376,41.65634052160701,41.66600618614534,7540600
2019-09-30,42.255706787109375,42.65206537090903,42.07202967824802,42.352381861070874,4732500
2019-10-01,41.07630157470703,42.70040229867375,40.747613689287995,42.34271373411622,6694400
2019-10-02,40.06123352050781,40.75727932150955,40.05156785672817,40.74761365772991,6393600
2019-10-03,39.63587951660156,40.01290314634921,39.249186534011486,39.887227373840794,7156700
2019-10-04,39.77122116088867,39.954901988073566,39.47153760121245,39.684215423742565,5147900
2019-10-07,39.54887390136719,39.97423323330053,39.18151593555618,39.452202499311575,5719700
2019-10-08,38.794822692871094,39.12351058931066,38.5918068687634,39.055839877200505,4290600
2019-10-09,39.1815071105957,39.43285859977186,38.98816435003161,39.1815071105957,3492400
2019-10-10,39.58753967285156,40.07090400661586,39.3941932017904,39.46186391349523,4233000
2019-10-11,40.167572021484375,40.911953475436626,40.14823700722598,40.53492991684013,5951400
2019-10-14,40.64127731323242,40.834623799732576,39.96456645437064,40.09024222376237,4069100
2019-10-15,41.07630157470703,41.443655803051705,40.53493220820006,40.67027362788253,2944800
2019-10-16,40.9796257019043,41.46299001296762,40.77661357632419,41.23097720881236,2776900
2019-10-17,41.0279655456543,41.327652776428266,40.747617019589356,40.989299199568464,3168500
2019-10-18,41.36631774902344,41.540329192339875,40.90228846277193,40.94095480412683,5269400
2019-10-21,41.685340881347656,42.07203383989019,41.54033378772723,41.63700518347418,4574000
2019-10-22,41.134307861328125,41.80135306364981,41.11497284366021,41.70467797531023,3898100
2019-10-23,42.53606033325195,42.613400394899976,41.22130878745256,41.59833236854386,7283100
2019-10-24,42.439395904541016,42.62307304941465,41.75301565206013,42.584403012248295,4187300
2019-10-25,43.087100982666016,43.328783175159224,42.42005945898471,42.43939447691748,2730400
2019-10-28,42.71007537841797,43.36745120663865,42.66173967970886,43.106434008276544,2764400
2019-10-29,42.690738677978516,43.212773054117626,42.681073013728806,43.15476800528752,3297400
2019-10-30,41.7723503112793,43.009765675513435,41.53066811273529,43.009765675513435,4253700
2019-10-31,41.462989807128906,41.80134703585971,41.04729620665595,41.69500629790937,5084700
2019-11-01,41.52099609375,41.87868466028281,41.44365603191743,41.791678934609735,4303000
2019-11-04,42.739070892333984,42.89374732216704,41.81101231333567,41.81101231333567,4211500
2019-11-05,43.36744689941406,43.81214118381503,42.835746890867085,42.88408258477553,3851900
2019-11-06,42.89375305175781,43.41578745509218,42.748745953794355,43.37711742052427,3075500
2019-11-07,43.55112838745117,43.83148060317817,43.1837704388357,43.39645193873583,3818000
2019-11-08,43.55112838745117,43.55112838745117,42.787411808516545,43.11609972300882,2709900
2019-11-11,43.19343566894531,43.51245420057148,42.94208415891056,43.15476563851273,2295000
2019-11-12,43.000091552734375,43.54146094502282,42.77774439727054,43.46412087993421,2249400
2019-11-13,42.59406280517578,42.903415657516874,42.41038201375165,42.787405572056294,2564900
2019-11-14,42.96141815185547,43.019423196124116,42.487723197547645,42.69073532082243,1933800
2019-11-15,43.35778045654297,43.5801313014365,43.07743193795652,43.35778045654297,2187500
2019-11-18,43.212772369384766,43.435119521377686,42.98075586551806,43.30944376145918,2196500
2019-11-19,43.009761810302734,43.551127526212014,43.00009245807444,43.464121795044115,2503500
2019-11-20,42.217041015625,42.68107404188956,42.06236456946261,42.574733293694656,3082200
2019-11-21,42.070350646972656,42.324609606483016,41.53249242957394,41.95300064492859,3770400
2019-11-22,42.71578598022461,42.96026735431908,42.28550010479464,42.56909566357204,3971000
2019-11-25,43.51768112182617,43.63503112750529,42.872250494856864,42.91136840691305,3054600
2019-11-26,43.69371032714844,43.76216481165488,43.16562967767912,43.72304689751131,3217700
2019-11-27,44.2217903137207,44.3000224103455,43.80128206920492,43.99686790650126,4832600
2019-11-29,44.08488082885742,44.35869875956178,44.01642261569181,44.221789794209606,1913100
2019-12-02,43.507904052734375,44.18267125693304,43.45900479680839,44.163112300660536,3377400
2019-12-03,42.57887268066406,42.88202716622065,42.31483237581555,42.88202716622065,3091800
2019-12-04,42.91136932373047,43.36121413051939,42.588652138106134,42.588652138106134,2644600
2019-12-05,43.22430419921875,43.5176810783683,42.90158702081166,43.41989002881492,3152100
2019-12-06,43.78172302246094,44.12399543915903,43.732827495859716,43.87951407566338,3682400
2019-12-09,44.4075927734375,44.51516516554796,43.957747979602296,44.07509798440944,3205500
2019-12-10,44.319580078125,44.407593515824075,43.889294232979225,44.065321108377375,3698300
2019-12-11,44.77920913696289,44.89655915136872,44.378259834794086,44.456491934234734,2839000
2019-12-12,45.86470413208008,45.92337727033213,44.74986600892803,44.86721974641107,5272500
2019-12-13,46.402565002441406,46.940423273013415,46.07007018837131,46.118965716516094,6957400
2019-12-16,45.95271682739258,46.99909672152622,45.82558547908502,46.99909672152622,4590100
2019-12-17,46.158084869384766,46.265657272482656,45.51265418128721,45.72779525699321,3246200
2019-12-18,45.5517692565918,46.11896407779896,45.54198791301659,45.913600628594104,6584400
2019-12-19,45.62022399902344,45.991832986224104,45.54198817193515,45.65933818207802,4477400
2019-12-20,49.10163879394531,50.079564300602605,47.19468330986563,47.820558767737694,15867400
2019-12-23,50.128456115722656,50.13823745913878,49.042962017370826,49.209207550550026,5965400
2019-12-24,49.815521240234375,50.4805108468122,49.619939133997,50.265369783853174,2142300
2019-12-26,50.19691467285156,50.314264681224415,49.639493739479114,49.87419748671433,3217100
2019-12-27,50.19691467285156,50.59786395440753,50.060001977512144,50.480510215545166,2093400
2019-12-30,49.89375686645508,50.54896512679214,49.815521039883144,50.50006960042945,2568500
2019-12-31,49.70795440673828,50.00133130740074,49.62971857696712,49.90353652018679,3131000
2020-01-02,50.1773567199707,50.52940675213061,49.61015816225995,50.21647090321764,4201000
2020-01-03,48.788700103759766,49.28744417233532,48.47576425819805,48.94516802654063,4892300
2020-01-06,47.312034606933594,48.30951901973588,47.204462209892725,48.26061976254307,6696400
2020-01-07,47.458717346191406,47.59562630207621,47.06754943373328,47.07732704608679,5725400
2020-01-08,47.68364334106445,47.947683660447346,47.36092988214506,47.429384365264006,5021400
2020-01-09,48.113929748535156,48.20194318251528,47.84988944659477,48.055252882385304,2588900
2020-01-10,47.77165985107422,48.48554875889166,47.72276432148817,48.172609162463445,4362500
2020-01-13,48.2703971862793,48.55399644081322,47.74231658759323,48.01613449928708,4041700
2020-01-14,49.10163879394531,49.17009328097214,48.270403605482514,48.33885809250934,4406100
2020-01-15,49.32655715942383,49.815519872572125,48.99406236526341,49.39501164082544,3656000
2020-01-16,50.21647262573242,50.22625396974686,49.34611953293295,49.47325089169267,4772700
2020-01-17,50.75433349609375,50.7934476798071,50.177357318313476,50.31426628753428,6560200
2020-01-21,49.571041107177734,50.245812074107285,49.18965076786432,50.245812074107285,12100700
2020-01-22,48.77892303466797,49.91331642010259,48.64201406701907,49.56126265729709,5109200
2020-01-23,48.35841369628906,48.514881617282434,47.06755241547135,47.947683072125514,6305100
2020-01-24,46.47101593017578,48.21172196619359,46.07984427398578,48.055254049815474,6470400
2020-01-27,44.27068328857422,45.12147734170887,43.74260267746057,44.397814635062176,8099200
2020-01-28,45.473533630371094,45.82558739083939,44.3782581659616,44.788985066181574,7155700
2020-01-29,45.473533630371094,45.933159787703545,45.248611223514025,45.3366246636311,3407500
2020-01-30,43.76216506958008,44.7792084603694,42.79401720651359,42.79401720651359,14856100
2020-01-31,42.569091796875,44.16311125571778,42.2561559648983,43.996865727069256,11796400
2020-02-03,41.806312561035156,43.13629175634641,41.17065953282362,42.78423800105937,8341500
2020-02-04,42.59843444824219,43.42966959836674,42.422407566723415,43.24386510364785,6164400
2020-02-05,43.165626525878906,44.04576087739684,42.950481744288005,43.38077130746981,6679600
2020-02-06,42.813575744628906,43.83061912546311,42.77446156112729,43.6448146297392,4534600
2020-02-07,41.268455505371094,42.08013170414675,41.05331070860399,42.03123617683321,11253000
2020-02-10,40.857723236083984,41.464039688108706,40.75015084199929,41.15110384922022,4829300
2020-02-11,42.00189971923828,42.33439452854792,41.111987689981554,41.1804421745021,5807600
2020-02-12,43.08739471435547,43.45900368253667,42.12902826451188,42.27571483706045,6867900
2020-02-13,42.24637985229492,42.637547790910446,41.81609027018148,42.30505299131802,6670600
2020-02-14,41.65962219238281,42.16814386811622,41.5618311407181,42.11924834228386,3998000
2020-02-18,41.97256088256836,42.02146014220853,41.59117053250941,41.65962501941795,6245300
2020-02-19,42.3832893371582,42.481080390389096,41.59116837622557,41.620508676586475,4625400
2020-02-20,42.046913146972656,42.40307583865052,41.740216657132436,42.16563278618885,5343800
2020-02-21,41.24554443359375,41.74021396816132,41.20597373909042,41.661068805125616,8009800
2020-02-24,37.35744094848633,39.326227322830995,37.35744094848633,38.96017293026483,15441400
2020-02-25,35.45791244506836,37.70371258845473,35.28972284055322,37.59488468683241,16153700
2020-02-26,32.78669738769531,35.80418090791051,32.03480132727931,35.78439367289572,23492300
2020-02-27,31.51045036315918,33.34072805527635,29.868147626322685,32.3019227665957,31486400
2020-02-28,33.10328674316406,33.142861214560426,30.72887318280744,30.897060912212662,24855700
2020-03-02,32.707550048828125,32.707550048828125,30.916845026256908,32.361279120116684,19716200
2020-03-03,31.490663528442383,32.98456579829989,30.827806254889904,32.667977587710276,19720600
2020-03-04,32.11394500732422,32.11394500732422,30.570576600863195,31.906184710326265,19503500
2020-03-05,27.5728816986084,30.580471597866687,27.355225887724554,30.580471597866687,33085000
2020-03-06,26.86055564880371,28.987634293733926,25.821750369446843,26.62311449600827,29767800
2020-03-09,21.50823211669922,24.48614307694292,21.280684573312143,24.179448479898834,33764200
2020-03-10,23.763925552368164,23.922219656857354,19.984650505413253,23.259362386678408,45551300
2020-03-11,21.518125534057617,23.447337543641034,20.1924109823775,22.645971509929073,38235000
2020-03-12,14.810406684875488,22.260129890821812,14.543284673302125,17.719063242132997,47752900
2020-03-13,17.392580032348633,18.26319754648149,14.849979032955751,18.144477919879684,55565800
2020-03-16,14.41466999053955,17.709169027886563,14.34541655735739,14.889553236165504,50744900
2020-03-17,12.57450008392334,14.731259638456143,11.951216333480174,14.612539058872771,41578700
2020-03-18,9.200854301452637,11.426867393247274,7.815779394429684,11.041024784340228,69931000
2020-03-19,9.893390655517578,10.289125904335378,8.508316341148019,9.032665781708419,52662000
2020-03-20,11.872069358825684,13.662773568925104,10.486994977698942,10.971770916742571,80096400
